inspection_id,violation_code,raw_code,era,comment
2625600,55-POST2018,55,post2018,"Storing brooms and dust pans next to clean utensils rack, Instructed to keep away."
2625644,49-POST2018,49,post2018,OBSERVED SIDES OF COOKING AND NON COOKING EQUIPMENT IN NEED OF DETAIL CLEANING.  INSTRUCTED TO CLEAN AND MAINTAIN ALL AS A MEANS OF PREVENTING POSSIBLE PEST OR INSECT ACTIVITY.
2625644,55-POST2018,55,post2018,OBSERVED FLOORS ALONG WALLS BEHIND EQUIPMENT IN NEED OF DETAIL CLEANING.  INSTRUCTED TO CLEAN AND MAINTAIN.
2625596,10-POST2018,10,post2018,OBSERVED HANDWASHING SINKS IN THE FRONT PREP AND WAREWASHING AREAS MISSING SIGNAGE NOTIFYING FOOD EMPLOYEES TO WASH HANDS. INSTRUCTED TO PROVIDE ADEQUATE SIGNAGE TO ALL HANDWASHING SINKS AND MAINTAIN AT ALL TIMES.
2625596,58-POST2018,58,post2018,OBSERVED CITY OF CHICAGO CERTIFIED FOOD MANAGER WITHOUT ALLERGEN AWARENESS TRAINING OR CERTIFICATE ON-SITE AT TIME OF INSPECTION. INSTRUCTED TO PROVIDE ALL CERTIFIED FOOD MANAGERS WITH ADDITIONAL ALLERGEN AWARENESS TRAINING AND MAINTAIN ORIGINAL CERTIFICATE(S) ON-SITE FOR INSPECTOR REVIEW AT ALL TIMES.
2625621,55-POST2018,55,post2018,OBSERVED A CLUTTER OF ITEMS UNDER THE STAIRS IN THE BASEMENT JUST LEFT OF THE HOT WATER UNIT.  INSTRUCTED TO CLEAR AND MAINTAIN AS A MEANS OF PREVENTING POSSIBLE PEST HARBORING.
2625621,55-POST2018,55,post2018,OBSERVED THE REAR FLOOR OF THE PREP AREA UNDER AND AROUND EQUIPMENT IN NEED OF A DETAIL CLEAN.  INSTRUCTED TO CLEAN AND MAINTAIN ALL AREAS.
2625621,56-POST2018,56,post2018,OBSERVED DUST BUILD UP ON ALL VENTS IN THE REAR FOOD PREP AND SERVICE AREA.  INSTRUCTED TO CLEAN AND MAINTAIN ALL AS A MEANS OF PREVENTING POSSIBLE CONTAMINATION OF FOOD CONTACT SURFACES OR FOODS PREPARED IN AREAS.
2625591,38-POST2018,38,post2018,OBSERVED GAP AT BOTTOM OF BOTH DOORS AT DOOR #2 AND GAP UNDER BOTH ENTRY DOORS #1.  INSTRUCTED TO SEAL AND MAINTAIN AS A MEANS OF PREVENTING POSSIBLE PEST AND OR INSECT ACTIVITY.
2625591,55-POST2018,55,post2018,"OBSERVED A HEAVY BUILD UP OF DIRT, DUST AND SMALL DEBRIS IN THE KITCHEN AREA, UNDER AND AROUND NON COOKING AND COOKING EQUIPMENT.  INSTRUCTED TO CLEAN AND MAINTAIN AS A MEANS OF PREVENTING POSSIBLE PEST AND OR INSECT ACTIVITY."
2625619,2-POST2018,2,post2018,"No certified food service manager on site, no certificate posted, Instructed to obtain. Priority foundation violation 7-38-012."
2625619,55-POST2018,55,post2018,"Storing brooms and mops next to clean utensils rack, Instructed to keep away."
2625607,3-POST2018,3,post2018,OBSERVED NO WRITTEN EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED TO PROVIDE AN APPROPRIATE EMPLOYEE HEALTH POLICY AND MAINTAIN WITH VERIFIABLE SIGNED COPIES ON SITE FOR ALL FOOD EMPLOYEES IN ACKNOWLEDGMENT OF REPORTING AGREEMENT.  PRIORITY FOUNDATION VIOLATION. 7-38-010. NO CITATION ISSUED.
2625607,10-POST2018,10,post2018,OBSERVED A HAND WASHING SINK IS NEEDED IN THE FOOD PREP AREA. INSTRUCTED TO PROVIDE.  PRIORITY FOUNDATION VIOLATION. 7-38-030(C). NO CITATION ISSUED.
2625607,36-POST2018,36,post2018,OBSERVED NO AMBIENT AIR THERMOMETERS INSIDE THE REACH IN REFRIGERATOR. INSTRUCTED TO PROPERLY MONITOR THE AMBIENT AIR TEMPERATURE OF EQUIPMENT.
2625607,38-POST2018,38,post2018,OBSERVED NO CURRENT PEST CONTROL LOG BOOK ON SITE. INSTRUCTED THAT A LICENSED PEST CONTROL COMPANY AND OPERATOR MUST PROVIDE AT LEAST 2 PEST INSPECTIONS A YEAR AND THE REPORTS MUST BE MAINTAINED IN THE LOG BOOK. INSTRUCTED TO PROVIDE A CURRENT PEST CONTROL LOG BOOK AND PEST INSPECTION REPORTS.  PRIORITY FOUNDATION. 7-38-020(C). NO CITATION ISSUED.
2625607,38-POST2018,38,post2018,"OBSERVED A 1/4"" GAP AT THE BOTTOM OF THE REAR EXIT DOOR. MUST PROVIDE A TIGHT FITTING SEAL AT ALL OUTER OPENINGS TO PREVENT THE ENTRY OF PESTS."
2625607,39-POST2018,39,post2018,OBSERVED NO SPLASHGUARD BETWEEN HAND SINK AND DRAINBOARD OF 3 COMPARTMENT SINK IN DISH WASH AREA. INSTRUCTED TO PROVIDE.
2625607,51-POST2018,51,post2018,OBSERVED FREEZER DRAIN LINE IMPROPERLY DRAINING INTO SINK. INSTRUCTED TO PROPERLY ROUTE DRAIN LINE.
2625607,53-POST2018,53,post2018,OBSERVED EMPLOYEE WASHROOM DOOR IS NOT SELF CLOSING. INSTRUCTED TO INSTALL A SELF CLOSING DEVICE.
2625607,54-POST2018,54,post2018,OBSERVED NO COMMERCIAL DUMPSTER CONTRACT. INSTRUCTED TO PROVIDE A CONTRACT WITH A LICENSED WASTE MANAGEMENT OPERATOR. PRIORITY FOUNDATION VIOLATION. 7-38-020(B). NO CITATION ISSUED.
2625607,55-POST2018,55,post2018,OBSERVED UNUSED EQUIPMENT ON SITE. INSTRUCTED TO REMOVE FROM THE PREMISES.
2625607,55-POST2018,55,post2018,OBSERVED A HOLE IN THE CEILING IN THE MOP SINK AREA AND IN THE EMPLOYEE WASHROOM. INSTRUCTED TO SEAL.
2625607,56-POST2018,56,post2018,OBSERVED A MISSING LIGHT SHIELDS OVER LIGHTBULBS THROUGHOUT THE FACILITY. INSTRUCTED TO PROVIDE.
2625607,57-POST2018,57,post2018,OBSERVED NO PROOF OF TRAINING FOR ALL FOOD HANDLERS. INSTRUCTED TO PROVIDE.
2625593,1-POST2018,1,post2018,2-101.11 OBSERVED THE PERSON IN CHARGE WITHOUT AN ORIGINAL CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER CERTIFICATE. INSTRUCTED TO PROVIDE AT ALL TIMES. PRIORITY FOUNDATION. 7-38-012. CITATION ISSUED UNDER VIOLATION #2.
2625593,2-POST2018,2,post2018,"2-101.11 OBSERVED NO CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER ON SITE WHILE TCS FOODS (BEEF) ARE BEING PREPARED HANDLED AND SERVED TO THE PUBLIC. INSTRUCTED A CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER MUST BE ON SITE AT ALL TIMES THE FACILITY IS OPEN, OPERATING AND SERVING TCS FOODS TO THE PUBLIC. PRIORITY FOUNDATION. CITATION ISSUED 7-38-012."
2625593,37-POST2018,37,post2018,"3-601.11 OBSERVED PREPACKAGED DESSERTS FOR SALE WITHOUT LABELS CONTAINING THE BUSINESS NAME, BUSINESS ADDRESS AND INGREDIENTS. INSTRUCTED TO PROVIDE."
2625593,38-POST2018,38,post2018,"6-501.111 OBSERVED EVIDENCE OF RODENT ACTIVITY ON SITE. OBSERVED ABOUT 25 RODENT DROPPINGS IN THE BOXES WHERE THE CHIPS ARE STORED IN THE CUSTOMER SERVICE AREA. INSTRUCTED TO ELIMINATE PEST ACTIVITY, CLEAN AND SANITIZE AFFECTED AREAS AND RECOMMENDED CONTACTING PEST CONTROL FOR A SERVICE. PRIORITY FOUNDATION. CITATION ISSUED 7-38-020(A)."
2625593,51-POST2018,51,post2018,5-205.15 OBSERVED A HEAVY LEAK UNDER THE HAND WASHING SINK LOCATED IN THE FOOD PREP AREA. INSTRUCTED TO REPAIR.
2625593,54-POST2018,54,post2018,5-501.15 OBSERVED THE OUTSIDE GARBAGE DUMPSTER OVERFLOWING WITH GARBAGE AND LIDS NOT TIGHT FITTING. INSTRUCTED TO NEVER ALLOW THE OUTSIDE GARBAGE TO OVERFLOW AND KEEP OUTSIDE DUMPSTER LIDS TIGHT FITTING AT ALL TIMES. PRIORITY FOUNDATION. CITATION ISSUED 7-38-020(B).
2625593,55-POST2018,55,post2018,6-501.12 OBSERVED ACCUMULATED DIRT DEBRIS ON THE FLOORS IN THE FOOD PREP AREA. INSTRUCTED TO CLEAN AND SANITIZE.
2625593,55-POST2018,55,post2018,"6-501.114 OBSERVED CLUTTER IN THE FOOD PREP AREA. INSTRUCTED TO REMOVE CLUTTER, ORGANIZE, AND ELEVATE EVERYTHING AT LEAST 6 INCHES FROM THE GROUND."
2625593,57-POST2018,57,post2018,2-102.13 OBSERVED NO PROOF OF FOOD HANDLER TRAINING. INSTRUCTED TO PROVIDE AT ALL TIMES.
2625593,61-POST2018,61,post2018,8-304.11(A) OBSERVED NO MOST RECENT INSPECTION REPORT SUMMARY POSTED FOR THE PUBLIC'S VIEW. INSTRUCTED TO ALWAYS POST THE MOST RECENT INSPECTION REPORT SUMMARY FOR THE PUBLIC'S VIEW AT ALL TIMES. PRIORITY FOUNDATION. CITATION ISSUED 7-42-010(B).
2625646,2-POST2018,2,post2018,2-101.11 OBSERVED NO ORIGINAL/VALID CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER'S CERTIFICATE POSTED. INSTRUCTED TO ALWAYS HAVE AN ORIGINAL/VALID CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER'S CERTIFICATE POSTED AT ALL TIMES. PRIORITY FOUNDATION. CITATION ISSUED 7-38-012.
2625646,36-POST2018,36,post2018,4-302.12 OBSERVED NO METAL STEM THERMOMETER ON SITE TO PROPERLY TAKE TEMPERATURES OF COLD AND HOT FOODS. INSTRUCTED TO PROVIDE AT ALL TIMES. PRIORITY FOUNDATION. CITATION ISSUED 7-38-005.
2625595,3-POST2018,3,post2018,OBSERVED NO SIGNED EMPLOYEES HEALTH POLICIES MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION 7-38-010)
2625595,10-POST2018,10,post2018,"OBSERVED NO HAND WASHING SINK IN REAR PREP/DISH WASHING AREA MUST PROVIDE A HAND WASHING SINK WITH HOT & COLD RUNNING WATER,SOAP AND TOWELS AND MAINTAIN.(PRIORITY FOUNDATION 7-38-030(C)"
2625595,47-POST2018,47,post2018,MUST REPAIR OR REPLACE CRACKED LIDS ON ICE CREAM FREEZER AT SERVICE COUNTER AND GAP AROUND UNDER COUNTER REACH IN COOLER DOOR IN ICE CREAM PREP AREA.
2625595,53-POST2018,53,post2018,OBSERVED NO GARBAGE CAN WITH LID IN BOTH UNISEX TOILET ROOMS MUST PROVIDE AND MAINTAIN.
2625640,10-POST2018,10,post2018,OBSERVED THE FOLLOWING SINK(S) NOT MAINTAINED WITH HOT WATER: IMPROPER TEMPERATURE OF HOT WATER OBSERVED AT HAND WASH SINK AT BAR AREA #1 AT 73.0F. INSTRUCTED THAT HOT WATER AT ALL HAND WASHING SINKS MUST BE AT LEAST 100F. SUGGESTED TO CONTACT A SERVICE TECHNICIAN/PLUMBER.  PRIORITY VIOLATION. 7-38-030(C). CITATION ISSUED.
2625640,16-POST2018,16,post2018,"OBSERVED THE ICE BIN INTERIOR IN NEED OF CLEANING. INSTRUCTED TO REMOVE ICE, CLEAN AND MAINTAIN."
2625640,36-POST2018,36,post2018,OBSERVED NO AMBIENT AIR THERMOMETERS INSIDE THE REACH IN REFRIGERATOR AND FREEZER IN THE REAR NEAR PREP AREA. INSTRUCTED TO PROVIDE TO PROPERLY MONITOR THE AMBIENT AIR TEMPERATURE OF EQUIPMENT.
2625640,38-POST2018,38,post2018,OBSERVED PEST CONTROL LOG BOOK WITH LAST REPORT DATED JAN 2024; NO CURRENT REPORTS. ALL RETAIL FOOD ESTABLISHMENTS MUST MAINTAIN A LOG BOOK TO INCLUDE REPORTS FOR A PERIOD OF TWELVE (12) MONTHS AND INCLUDE A COPY OF THE SERVICE TICKETS AND THE PEST CONTROL COMPANY�S ILLINOIS DEPARTMENT OF PUBLIC (IDPH) HEALTH LICENSE NUMBER. INSTRUCTED TO PROVIDE.  PRIORITY FOUNDATION VIOLATION. 7-38-020(C). CITAATION ISSUED.
2625640,55-POST2018,55,post2018,OBSERVED OLD/UNUSED AND UNNECESSARY EQUIPMENT/SUPPLIES IN THE REAR OF THE FACILITY. INSTRUCTED TO REMOVE FROM THE PREMISES.
2625640,56-POST2018,56,post2018,OBSERVED AN ACCUMULATION OF DIRT/DEBRIS BUILDUP ON THE WASHROOM EXHAUST VENTILATION. INSTRUCTED TO CLEAN.
2625620,51-POST2018,51,post2018,OBSERVED WATER SLOW DRAINING FROM 2ND SINK BASIN AT THE 3 COMPARTMENT SINK. INSTRUCTED TO REPAIR AND MAINTAIN.
2625538,36-POST2018,36,post2018,NO INTERNAL NOR EXTERNAL THERMOMETER FOR THE 3-DOOR REFRIGERATOR IN THE MIDDLE PREP AREA. INSTRUCTED TO PROVIDE A THERMOMETER AND MAINTAIN.
2625538,39-POST2018,39,post2018,DETERGENT AND SANITIZER HOSE ON REAR 3-COMPARTMENT SINK SITS IN THE BOTTOM OF THE COMPARTMENTS. INSTRUCTED TO HAVE HOSE SHORTENED SO IT DOES NOT CONTAMINATE NOR CAUSE BACK SIPHONAGE. MAINTAIN SAME.
2625538,40-POST2018,40,post2018,FOOD HANDLERS NOT WEARING HAIR RESTRAINTS. INSTRUCTED TO HAVE ALL FOOD HANDLERS OR ANY PERSONS IN THE FOOD PREP AREAS WEAR A HAIR RESTRAINT. MAINTAIN SAME.
2625538,41-POST2018,41,post2018,"WIPING CLOTHES IMPROPERLY STORED ON THE PREP TABLES, INSTRUCTED TO PROPERLY STORE IN SANITIZING SOLUTIONS (SANITIZER MUST BE AT THE REQUIRED PPM)WHEN NOT IN USE. MAINTAIN SAME."
2625538,51-POST2018,51,post2018,THE FAUCET ON THE FRONT 3-COMPARTMENT SINK LEAKS AT THE BASE. INSTRUCTED TO FIX AND MAINTAIN GOOD PLUMBING.
2625538,55-POST2018,55,post2018,"FLOORS IN THE CORNERS, ALONG THE WALLBASE AND UNDER/AROUND THE HEAVY EQUIPMENT WITH FOOD, DIRT AND DEBRIS. INSTRUCTED TO CLEAN AND MAINTAIN FLOORS THROUGHOUT."
2625538,55-POST2018,55,post2018,MOPS STORED IN MOP BUCKET. INSTRUCTED TO STORE HANGING UP FOR PROPER AIR DRYING. MAINTAIN SAME.
2625538,56-POST2018,56,post2018,LIGHT SHIELDS MISSING FROM VARIOUS LIGHTS IN THE REAR AND FRONT PREP AREAS. INSTRUCTED TO PROVIDE LIGHT SHIELDS AND MAINTAIN.
2625538,57-POST2018,57,post2018,SEVERAL FOOD HANDLER'S CERTIFICATES EXPIRED AND A MALE EMPLOYEE WITHOUT ONE. INSTRUCTED TO HAVE FOOD HANDLERS TO OBTAIN AND MAINTAIN A VALID CERTIFICATE.
2625582,36-POST2018,36,post2018,4-204.112(B): **C** Temperature Measuring Devices (NO THERMOMETER IN EQUIPMENT) OBSERVED NO ABIENT AIR THERMOMETERS IN REACH COOLERS THROUGHOUT INSTRUCTED TO PROVIDE.
2625582,44-POST2018,44,post2018,4-904.11: **C** Kitchenware and Tableware- Preventing Contamination OBSERVED IN BASEMENT STORAGE EQUIPMENT NOT INVERTED. INSTRUCTED TO INVERT AFTER SANITIZING AND AIR DRYING.
2625582,45-POST2018,45,post2018,4-903.12: **C** Prohibitions OBSERVED SEWAGE LINES OVER FOOD AND SINGLE-USE ITEMS IN THE BASEMENT NOT PROPERLY SHIELDED TO PREVENT CONTAMINATION. NOTED BASEMENT STORAGE ALSO HAS OPEN EXPOSED BRICK WALLS AND EXPOSED BREAKING WOOD CEILING THAT ARE CRUMBLING ONTO SINGLE USE ITEMS MUST PROVIDE BARRIER MANAGEMENT INSTRUCTED TO PROPERLY SHIELD THE SEWAGE LINES TO INTERCEPT POTENTIAL DRIPS OR REMOVE THE ITEMS STORED BENEATH THE SEWAGE LINES.
2625582,47-POST2018,47,post2018,4-501.12: **C** Cutting Surfaces OBSERVED CUTTING BOARDS IN THE PREP AND BASEMENT PREP AREA WITH OPEN SEAMS AND DARK STAINS. INSTRUCTED TO REFINISH OR REPLACE DAMAGED OR STAINED CUTTING BOARDS AND MAINTAIN AT ALL TIMES.
2625582,47-POST2018,47,post2018,"4-101.19: **C** Nonfood-Contact Surfaces OBSERVED MILK CRATES AND PALLETS BEING USED AS SHELVING THROUGHOUT THE PREP AND BASEMENT STORAGE AREAS. MUST REMOVE AND PROVIDE SHELVING THAT IS 6"" OFF THE FLOOR AND PROVIDES FLOOR ACCESSIBILITY TO ENSURE ADEQUATE FACILITY CLEANING."
2625582,47-POST2018,47,post2018,-202.16: **C** Nonfood-Contact Surfaces CARDBOARD AND UNTREATED WOOD USED AS LINER ON STORAGE RACKS IN BASEMENT STORAGE RACKS INSTRUCTED TO REMOVE.
2625582,47-POST2018,47,post2018,4-501.13: **C** Microwave Ovens OBSERVED THE INTERIOR AND EXTERIOR OF THE MICROWAVE AND QUICK OVENS NOT CLEAN. INSTRUCTED TO CLEAN AND MAINTAIN AT ALL TIMES
2625582,53-POST2018,53,post2018,"5-501.17: **C** Toilet Room Receptacles, Covered OBSERVED NO COVERED RECEPTACLE FOR PROPER DISPOSAL OF SANITARY NAPKINS IN ALL-GENDER WASHROOM. INSTRUCTED TO PROVIDE COVERED WASTE RECEPTACLE."
2625582,55-POST2018,55,post2018,"6-201.16: **C** Wall and Ceiling Coverings and Coatings OBSERVED EXPOSED BRICK WALLS IN THE BASEMENT STORAGE AND PREP AREAS OF THE FACILITY. INSTRUCTED TO COVER AS WALLS SHOULD BE SEALED,SMOOTH AND EASILY CLEANABLE."
2625559,49-POST2018,49,post2018,"4-601.11(C): OBSERVED THE OUTERIOR OF THE COOKING EQUIPMENT AND COLD HOLDING UNIT BEING USED AS A PREP TABLE IN THE FRONT FOOD PREP AREA WITH GREASE BUILD UP. THE SIDES OF, THE WHEELS, AND THE SHELVES UNDER THE COOKING EQUIPMENT IN NED OF DEEP CLEANING. INSTRUCTED TO DEEP CLEAN AND MAINTAIN."
2625559,55-POST2018,55,post2018,"6-501.13: OBSERVED THE FLOORS AND WALLS THROUGHOUT THE FACILITY IN NEED OF CLEANING. THE FLOORS AND WALLS IN THE TOILET ROOM, NEAR THE FRYER OIL RECYCLING EQUIPMENT IN THE REAR, AND IN THE FRONT FOOD PREP AREA. INSTRUCTED TO DEEP CLEAN AND MAINTAIN."
2625559,56-POST2018,56,post2018,6-202.11: OBSERVED A BLOWN OUT LIGHT BULB UNDER THE VENTILATION HOOD. INSTRUCTED TO REPLACE AND MAINTAIN.
2625559,61-POST2018,61,post2018,"OBSERVED NO PREVIOUS INSPECTION SUMMARY REPORT POSTED ON SITE FROM 10/10/2025, REPORT #2625219. SUMMARY REPORT WAS POSTED UNDER PILES ON PAPER AND NOT ABLE TO BE SEEN. NEW SUMMARY REPORT GIVEN AND POSTED FOR PUBLIC VIEW AT THIS TIME. PRIORITY FOUNDATION VIOLATION 7-42-010(B), CITATION ISSUED"
2625577,53-POST2018,53,post2018,OBSERVED BOTH TOILET ROOMS WOMEN'S & MEN'S TOILET ROOM DOOR TO NOT BE SELF CLOSING. INSTRUCTED TO INSTALL A SELF CLOSING DEVICE AND MAINTAIN AT ALL TIMES
2625577,55-POST2018,55,post2018,OBSERVED A HOLE IN THE WALL BEHIND 3 COMPARTMENT SINK INSTRUCTED TO SEAL.
2625577,55-POST2018,55,post2018,"OBSERVED THE FRONT COUNTER MISSING PANEL COVERINGS, 2 BY 4 WOOD EXPOSED FOR THE MIDDLE NEAR HAND SINK AND AT END OF COUNTER, INSTRUCTED TO PROVIDE PANEL COVERING"
2625549,49-POST2018,49,post2018,4-602.13: NonFOOD-CONTACT SURFACES of EQUIPMENT shall be cleaned at a frequency necessary to preclude accumulation of soil residues. OBSERVED THE INTERIOR OF ALL REACH IN COOLERS AND GASKETS IN NEED OF CLEANING. INSTRUCTED TO DETAIL CLEAN.
2625549,55-POST2018,55,post2018,"6-201.11: **C** Floors, Walls, and Ceilings- Cleanability OBSERVED MISSING AND DAMAGED FLOOR TILES THROUGHOUT REAR AND FRONT PREP AREAS. INSTRUCTED TO REPAIR TO CREATE A SMOOTH AND EASILY CLEANABLE SURFACE. MUST MAINTAIN AT ALL TIMES."
2625549,55-POST2018,55,post2018,"6-501.12: **C** Cleaning, Frequency and Restrictions OBSERVED FOOD DEBRIS AND SPILLS ON THE FLOORS AND SURFACES THROUGHOUT THE FACILITY. INSTRUCTED TO DETAIL CLEAN UNDER ALL SHELVING UNITS, INTERIOR OF PREP DISH AREA, AROUND DISH MACHINE, PREP TABLES AND ALL COOKING EQUIPMENT TO REMOVE SPILLS, FOOD DEBRIS, DIRT BUILDUP AND/OR GREASE. INSTRUCTED TO INCREASE CLEANING FREQUENCY AND MAINTAIN AT ALL TIMES."
2625549,55-POST2018,55,post2018,"6-201.11: **C** Floors, Walls, and Ceilings- Cleanability OBSERVED WATER-STAINED CEILING TILES AT THE DISPLAY AREA. INSTRUCTED TO REPAIR, REPLACE THE STAINED CEILING TILES."
2625549,55-POST2018,55,post2018,"6-201.13: **C** Floor and Wall Junctures, Coved, and Enclosed or Sealed OBSERVED BASE BOARDS PEELING OFF AND A HOLE IN WALL IN PREP AREA UNDER HAND SINK, INSTRUCTED TO SEAL HOLE AND RE-ATTACH BASE BOARDS"
2625549,56-POST2018,56,post2018,6-303.11: **C** Intensity- Lighting OBSERVED A BURNED-OUT LIGHT-BULB IN THE DINING ROOM. INSTRUCTED TO REPLACE BULB AND MAINTAIN LIGHTING IN THE UNIT.
2625522,10-POST2018,10,post2018,"STILL OBSERVED NO HAND WASHING SINK ON SERVING LINE FROM PREVIOUS INSPECTION REPORT .INSTRUCTED TO INSTALL HAND WASHING SINK WITH HOT & COLD RUNNING WATER,SOAP & TOWELS AND MAINTAIN.(PRIORITY FOUNDATION 7-38-030(C)"
2625522,10-POST2018,10,post2018,"OBSERVED NO HAND WAHSING SIGNS AT HAND SINKS IN STAFF 4TH FL. (SOUTH),3RD FL.STAFF & MEN'S (SOUTH) AND 3RD FL. GIRL'S (NORTH),2ND FL. BOY'S & GIRL'S (NORTH) AND 1ST FL. GIRL'S (NORTH) MUST PROVIDE AND MAINTAIN."
2625522,10-POST2018,10,post2018,"MUST ADJUST FAUCET HANDLES TO STAY ON LONGER FOR HAND WASHING IN 4TH FL.STAFF(NORTH),3RD FL. STAFF & BOY'S (SOUTH),3RD FL.GIRL'S (NORTH),2ND FL. & 1ST FL. GIRL'S (NORTH)."
2625522,55-POST2018,55,post2018,MUST SCRAPE CHIPPING PAINT FROM CEILING NEAR WALK IN COOLERS.
2625522,56-POST2018,56,post2018,MUST REPLACE BURNTOUT LIGHTS IN DRY FOOD STORAGE AREA.
2625580,5-POST2018,5,post2018,OBSERVED NO CLEAN-UP POLICY PROCEDURE AND ITEMS FOR VOMITING AND DIARRHEA MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION 7-38-005)(CITATION ISSUED)
2625580,38-POST2018,38,post2018,"OBSERVED EVIDENCE OF APPX. 100 OR MORE RAT DROPPINGS ON FLOOR UNDER PLATFORMS OF ALL COOLERS AND ALONG WALL BASES OF COOLERS AND AT MOTOR OF UNUSED COOLER IN BASEMENT. MUST REMOVE DROPPINGS, CLEAN, AND SANITIZE AREAS. RECOMMENDED TO HAVE A PEST CONTROL OPERATOR TO SERVICE PREMISES ON OR AFTER 10/17/25.(PRIORITY FOUNDATION 7-38-020(A)(CITATION ISSUED)"
2625580,47-POST2018,47,post2018,MUST REPAIR OR REPLACE WORN DOOR GASKETS ON 2- DOOR PIZZA PREP COOLER AND CRACKED LID ON PIZZA SAUCE IN COOLER.
2625580,48-POST2018,48,post2018,OBSERVED IMPROPER CAULKING INSIDE OF 3- COMPARTMENT SINK BASIN MUST REMOVE AND PROVIDE FOOD GRADE CAULKING.
2625580,51-POST2018,51,post2018,MUST REPAIR OR REPLACE FAUCET HANDLE IN POOR REPAIR AT 3- COMPARTMENT SINK.
2625580,53-POST2018,53,post2018,MUST PROVIDE A GARBAGE CAN WITH LID IN UNISEX TOILET ROOM.
2625580,55-POST2018,55,post2018,MUST REPAIR OR REPLACE DAMAGED CEILING IN DINING ROOM & TOILET ROOM.
2625580,55-POST2018,55,post2018,MUST ELEVATE ARTICLES OFF OF FLOOR IN CLOSET ON 1ST FL.
2625566,1-POST2018,1,post2018,PIC WITHOUT CITY OF CHICAGO CERTIFIED MANAGER CERTIFICATE. INSTD TO OBTAIN CERTIFICATE AND MAINTAIN.
2625566,2-POST2018,2,post2018,"NO CITY OF CHICAGO CERTIFIED MANAGER ON DUTY WHILE HANDLING TCS FOODS (PIZZA, SAUSAGE) NOR VALID CITY OF CHICAGO CERTIFIED SANITATION CERTIFICATE POSTED OR ON SITE.INSTRUCTED PERSON IN CHARGE TO OBTAIN AND MAINTAIN ON SITE AND HAVE CERTIFIED MANAGER ON DUTY AT ALL TIMES. PRIORITY FOUNDATION ISSUED 7-38-012"
2625566,3-POST2018,3,post2018,NO EMPLOYEE HEALTH POLICY IN PLACE. INSTD TO PROVIDE A VERIFIABLE EMPLOYEE ACKNOWLEDGED HEALTH POLICY AND MAINTAIN ON SITE PRIORITY FOUNDATION VIOLATION. 7-38-010. CITATION ISSUED
2625566,5-POST2018,5,post2018,NO PROCEDURE OR SUPPLIES ON SITE FOR THE CLEAN UP OF VOMITING AND DIARRHEAL EVENTS. INSTD TO PROVIDE PROCEDURE AND REQUIRED SUPPLIES ON SITE. PRIORITY FOUNDATION 7-38-005.
2625566,10-POST2018,10,post2018,"NO HOT RUNNING WATER AT HANDWASH SINK IN WAREWASHING AREA, WATER TEMPERATURE OF 72.7F INSTD TO PROVIDE HOT RUNNING WATER (100F-120F) AND MAINTAIN AT ALL TIMES. CITATION ISSUED 7-38-030(C) PRIORITY"
2625566,57-POST2018,57,post2018,SEE 60
2625566,58-POST2018,58,post2018,MISSING ALLERGEN TRAINING FOR MANAGERS. INSTD TO PROVIDE ALLERGEN TRAINING AND MAINTAIN VERIFICATION ON SITE
2625566,60-POST2018,60,post2018,"PREVIOUS CORE VIOLATIONS FROM 4/22/22 REPORT  2553891 NOT CORRECTED  51-5-205.15: **C** System Maintained in Good Repair (In Good Repair) LEAK AT 3-COMPARTMENT SINK FAUCET. INSTD TO REPAIR AND MAINTAIN	  53	5-501.17: **C** Toilet Room Receptacles, Covered MISSING COVER FOR RECEPTACLE IN TOILET ROOM. INSTD TO PROVIDE COVER AND MAINTAIN	 5 57	2-102.13: **C** Food Handler Training (PA 100-0367 Food Handling Regulation Enforcement Act) NO FOOD HANDLER TRAINING CERTIFICATES. INSTD TO OBTAIN TRAINING AND MAINTAIN VERIFICATION ON SITE   CITATION ISSUED 7-42-90 PRIORITY FOUNDATION"
2625521,2-POST2018,2,post2018,"UPON ARRIVAL, I OBSERVED NO CITY OF CHICAGO CERTIFIED FOOD MANAGER ON SITE, WHILE OPEN AND OPERATING. INSTRUCTED A CHICAGO CERTIFIED FOOD MANAGER MUST BE ON SITE, WHILE OPEN AND OPERATING. CERTIFIED FOOD MANAGER ARRIVED ON SITE BEFORE THE CONCLUSION OF THE INSPECTION.  PRIORITY FOUNDATION VIOLATION 7-38-012, CITATION ISSUED"
2625521,38-POST2018,38,post2018,OBSERVED DEAD BUGS ON THE FLOOR IN THE REAR DISHWASHING/ FOOD PREP AREA AND NEAR THE WALK-IN FREEZER. INSTRUCTED TO REMOVE AND MAINTAIN.
